channel_id,title,handle,subscriber_count,total_view_count,total_video_count,subscriber_count_status,total_view_count_status,total_video_count_status,external_links_status,publication_finalized_status
UCFQqi_SJFO8jjgvHEVQ2XXw,Leo Ferreira Vlog's,@leoferreiravlogs,9730,264135,21,estimated,exact,exact,observed,ready_partial
UCoFVFNJP437Y3W-zZcOc29Q,Morais Consultoria - Engenharia e Segurança do Trabalho,@moraisengenhariaa,87000,66965173,582,estimated,exact,exact,observed,ready_auto
UCxRhkCyH6oonEe4k0dheptQ,LEMEAR,@lemear,1110,148918,11,estimated,exact,exact,observed,ready_partial
UCEmlGV3dptymJnloFzrwu5g,Free Hand Bordados Leonardo Sant'Ana,@LeonardoSantAnafreehand,95900,7593400,1428,estimated,exact,exact,observed,ready_auto
UCRGxtQlr0MkR69FcfZwjkVg,Gicroche,@gicroche8289,60100,2854851,685,estimated,exact,exact,observed,ready_partial
UC6mQCceIiQ20hISW43-QV6g,Portal do Bom Retiro,@portaldobomretiro,1430,289934,855,estimated,exact,exact,observed,ready_partial
UCLGBcOSe9r-3pHNe5SAPdJQ,Laubordando,@laubordando,20900,278512,159,estimated,exact,exact,observed,ready_auto
UCPclbfsRIikPAXeV4sSaFeA,Bombeiros BR 🇧🇷,@viaturasbr,1780,1179111,63,estimated,exact,exact,observed,ready_partial
UC_Aw2QAbxw-ZswhQXsO3MeA,Bordado á Mão Mirian Oliveira,@BordadoamaoMirianOliveira,20400,2246382,520,estimated,exact,exact,observed,ready_auto
UCHrFJBogp8PZZSvzxbS1D9w,Trilha Norte,@trilhanorte,1240,287971,89,estimated,exact,exact,observed,ready_auto
UCb42l96VGByJxwAo7ZIQHPQ,Mais Que Amigos - Junior & Monize,@maisqueamigos-juniormonize3675,3610,258660,148,estimated,exact,exact,observed,ready_partial
UC-QKP1XiBYnd-HUCCxvMDqQ,Aunt Zú's Embroidery and Sewing,@BordadoseCosturasdaTiaZu,6750,1339494,677,estimated,exact,exact,observed,ready_auto
UCACBLqRiNSq96MW64moUq6g,Curso FO+,@cursofopositivo,8890,268064,81,estimated,exact,exact,observed,ready_partial
UCO_70QedKsCsu46ucEZsytQ,Transbordando,@transbordando7656,120000,9130321,214,estimated,exact,exact,observed,ready_auto
UCQro6Z1NakdgbXDxQ5Wapkw,Suelen Alves - Bordado Livre,@suelenalves_,52600,3309709,133,estimated,exact,exact,observed,ready_auto
UC5O4Se1KF-l8cvQUJDqYDEw,B-FORCE CURSOS,@b-forcecursos4048,12400,1204384,53,estimated,exact,exact,observed,ready_partial
UCu3lFp8_7gy1WBFQrZJfgxQ,Bombeiro Civil Responde,@bombeirocivilresponde3567,11200,566499,23,estimated,exact,exact,observed,ready_partial
UCzEG2NCfgNqrMRuuUytz6lg,Bere Artes Oficial,@BereArtesOficial,414000,29681337,644,estimated,exact,exact,observed,ready_auto
UChEp26LMTXgHA9WgFhUtgnA,Fernanda Nadal - Economia Criativa,@FernandaNadal,7190,222488,196,estimated,exact,exact,observed,ready_auto
UC7qWzdQJ69MZf0zhH1FwI7Q,Sgt Firmino Junior - Técnicas de Bombeiro,@Tecnicas_bombeiros,89900,73508276,779,estimated,exact,exact,observed,ready_auto
UC7jae8385rvjixC1WCfhkwQ,Felipe Louback,@loubackoutside,15800,3734280,333,estimated,exact,exact,observed,ready_auto
UCrmDtkx3gZQ1wX1dwxdf-cA,Guilherme Machado - Concursos,@guilhermemachadoconcursos,66200,5894243,406,estimated,exact,exact,observed,ready_partial
UCGu5SdCrin4aVxhtYDPFojg,Não Sou Bombeiro,@InstrutorWilliam,7260,695178,565,estimated,exact,exact,observed,ready_partial
UCIThHql36KCSz2ykycCQGYQ,Maykel Matos,@maykeelout,3950,780215,131,estimated,exact,exact,observed,ready_partial
UChWTtUG6TngdNQV-nwzZIjA,Rafael Leite,@RafaelhLeite,59700,11083822,204,estimated,exact,exact,observed,ready_partial
UCMCPftKZmihwJD2sGnXKDiA,Canal CNBC Conselho Nacional de Bombeiros Civis,@canalcnbc,4220,282634,84,estimated,exact,exact,observed,ready_partial
UCU5hjwq8EVzws6Ena0SjkVA,Adventures of Tom and Luke,@aventurasdetomeluke,4290,672633,289,estimated,exact,exact,observed,ready_auto
