channel_id,title,contents,likes_policy_zero,description_empty,subscriber_count,total_view_count,total_video_count,video_views,video_likes,video_comments,channel_issues,video_issues
UCiw38lB2UPGzaVIJ5JrtOpA,Adriene Amorim Cake e Arte,14,0,1,663000,49090370,1267,47310,2117,86,0,0
UCiyWDq84iDLtrP5n-uEEG0Q,PROPesq UFMT,4,0,0,1590,36105,118,235,12,0,0,0
UCj6pnDyfSmcvqCX0MRWqyAA,123 Beleza,30,0,5,30700,6214215,332,3618,71,25,0,0
UCjD1Cy1vNXKyijXAGOk3mSg,Nádia Queiróz- Dicas e Receitas,11,0,11,98100,17911157,524,25042,1175,30,0,0
UCjHX3zv5Nemj39Z-I1q5p6w,Thiago Soler BMW MOTORRAD,30,0,11,36600,9623923,1589,61989,3215,119,0,0
UCjTyv-U4asMYJFbZZZdYxlQ,SUZANE.TV,30,0,3,58000,13844395,1503,65848,1006,57,0,0
UCjc35jjWhVDtw3SirKN_WhA,Rod Postal,13,0,13,43400,12261813,621,137534,20418,277,0,0
UCjiBnPApOcmrnbqA78YTbXg,Cursos Online Reconhecidos,12,0,0,1990,113220,238,1440,17,6,0,0
UCjt2bBBGB1I3iV_a-5hIDOQ,Dicas da Gabi Torres,3,0,0,1350,127307,76,404,13,9,0,0
UCkLiu5qOop8D_uvoWqVX8iA,Trader Araujo,3,0,0,17600,3111008,2551,2930,41,26,0,0
UCkO86M1zc7iQqYiCrImhhKA,BMX EVOLUTION,6,0,0,13800,2498256,155,6936,341,32,0,0
UCkObfi1igqKtcgDf8lQXD1A,Caso Bizarro,29,0,1,18100,2579396,444,292200,25109,1160,0,0
UClNVIuJ4h24-PKVwMotiYvw,Ana Bauer Bolos,28,0,0,74200,11651169,544,89300,7091,530,0,0
UClOJqmf8DJe7HKChm9jfd1g,Acessa Tech,30,0,0,44900,13089211,797,9286,108,19,0,0
UClkz7bFZTcdf0g6KcQYhAAQ,Pense Cripto,11,2,0,20000,458190,124,2193,84,25,0,0
UClokMOul7uEqHW4cWjxrHLQ,Dr. Gearhead,30,0,27,24600,3537325,1607,25256,1184,48,0,0
UCmAJBL6U5cd3yn2ojMSxJzg,Contador do Trader,30,0,12,19300,1146126,981,31174,1133,53,0,0
UCmJt2nJxA_dFnbBLh4iWvqA,Black Madonna,1,0,0,2240,323233,542,277,33,5,0,0
UCmKOWuSKjSgsVWH7cX3nNcw,Weliton F8,30,0,4,182000,67418501,1715,300650,11054,1005,0,0
UCn-vWEDaJ2XM2xNIt7yHqKA,Bora pra Cozinha,30,0,30,487000,169822648,1089,3602471,138650,5892,0,0
UCnE2vJd4J7Ntbp5b-54VROw,Conversão Sem Limites,26,0,0,28000,1501315,636,15591,852,115,0,0
UCnQsq60Kcxm61cQ3Jgs7Egg,Ludo Ao Cubo,24,0,17,5680,709060,239,45874,3268,372,0,0
UCnssfwqbiIAt3RqodY2NjRw,Walter Wollena,3,0,0,64200,32662273,558,17867,838,52,0,0
UCoLOG0EFBFwIhW_Xf8hF-zQ,Mateus Batista | Estrategista Digital,30,0,30,1270,269761,109,69979,1937,12,0,0
UCoZAAHE79o4xv9PjRs0LUJQ,SMART CRYPTO,29,2,2,13200,1745337,2016,34899,2557,108,0,0
UCoeH6TN4vxPj_ZqLSGECQTw,Camila Santos,23,0,0,174000,7672917,1461,2148,139,5,0,0
UColoMbv1OUVS0b8P1Tk4xXg,Money Master | Márcio Sena,30,0,14,3080,199445,420,8040,363,49,0,0
UCoroCT395OQSzpzY-h8Khhg,Vibe de empresário,11,0,0,4620,340983,115,460,9,1,0,0
UCp15IgkQ7C8EoyyNSK5jpHg,FERNANDA YAMAO,15,0,0,440000,17193638,1228,80018,7187,281,0,0
UCpMF1v2HB2aCRalXZEcMEmw,Rodrigo Sansão,30,0,0,14200,7669721,590,374945,10713,496,0,0
UCpQr1t_egVW4VpcLNazaCZQ,bolos.da.geisa.,30,0,17,79100,7049585,599,89462,3350,290,0,0
UCpY-MyNXZx0sYhTH9qunY5A,Lozão,30,0,18,1830000,508187104,1021,2494741,70751,1566,0,0
UCpeeBW35P8Ip9DZn2hI0_Rg,Jorão Matias,30,0,28,14300,698530,157,41698,1770,159,0,0
UCpj3ek-f1rqRQWOF8ZvEgiA,Thomas Giulliano,30,30,18,35700,802510,377,31261,0,127,0,0
UCpnP1eEYegqTjGG3LDQ02kA,Marcos Brito,16,0,7,33400,7503544,182,62324,4158,110,0,0
UCq4AJ9QOToJmfRms5fEVRlA,Helen Mareth - Crochet Bags,30,0,7,39500,2916549,179,1978051,71513,970,0,0
UCqEd4HqB1QcOEvZ4QGJZb9Q,Mylly Biologando,8,0,0,65100,7282285,168,149913,9719,272,0,0
UCqGvdOwzcIZlw4HzBwqGgSg,Ai Love Travel,16,0,1,9790,4259691,494,16140,248,7,0,0
UCqLpSeS-N7XDLkyta9QjHbw,Planeta de Livros Brasil,30,0,1,87000,5726667,444,91453,3057,16,0,0
UCqgCoVYU9cB_XgS7qgDgllA,Biologia com Patrick Gomes,30,0,0,203000,18046089,1952,1921,49,6,0,0
UCr7rxtMWUrc98-VlKnGgdXA,Boards & Burgers,30,0,0,33700,3021742,1131,55294,3634,249,0,0
UCrHh-iMCG9bxwsN8CRARV3Q,LOUCOS POR BIOGRAFIAS,11,0,0,25900,1083355,484,4041,217,51,0,0
UCrsSseCRum0j9dyhZXuNDbw,Multi DO Portuguese,30,0,0,727000,199839215,1727,727013,3103,78,0,0
UCs1JevIKnU4E4ULMZr-0Qog,Hugo Milgrau,20,0,13,4050000,235265225,830,1103492,63332,1289,0,0
UCs3gOrytEjgQ06VvI625ZKg,In Bel's Kitchen - My Recipes,21,0,0,16000,2110419,644,22899,281,16,0,0
UCsY6t2vjM3RZurkpsRb9yAA,Receitas da Duda,4,0,0,48000,3970578,297,5525,134,33,0,0
UCsrDVvLCmeHYz9_U2oEsrZg,Maffel Reacts,30,30,0,130000,202039205,11787,259672,0,656,0,0
UCtGndXAp0ua1OSqfleDht2w,Bleach Brasil,12,0,0,417000,63887542,764,489359,40112,3284,0,0
UCtM2RyzFpd6S_YPalTzYnog,Canal izac junho,30,0,2,88300,77741222,682,2794218,14614,558,0,0
UCuNOa9CFBedI8jiisTO1Ydw,Gastronomia Paraense,6,0,4,1330,37925,130,6270,88,2,0,0
UCuRizk3j9bPKdOQPUXK8PNA,Adeline Pefer,2,0,0,44700,5459636,1048,2901,121,9,0,0
UCuVSxy78iuAGfHcGOllKaqw,BISCUIT DE CORAÇÃO Marilene Tatsch,13,0,1,87100,5770656,283,57364,4094,549,0,0
UCumuzksUOu_RfKjY2vUTb3w,TheVigia,30,0,23,2260,1240316,393,23975,631,9,0,0
UCusoU08BpDI61vJSn9ChfIA,Gilson das Codornas,29,0,3,12600,1407628,989,22088,1248,177,0,0
UCv3m6KsC1Uj0xAVXbVJTFag,Asccom Goiás,4,0,4,3710,827174,317,87,6,0,0,0
UCvIcumrBPwnelVLJ6_v1WXw,MOTOKA LIVE,1,0,1,8240,4628206,980,1087,22,1,0,0
UCvQJ11QeH1A8CWyeEdYEzZw,Top Motor BR,30,0,14,188000,44717989,1431,188720,5337,203,0,0
UCvjqW8oqZPvS1Th-nglKzXQ,Isa Doce Festa,1,0,0,13500,786775,165,188,12,2,0,0
UCvk1SqScV_KoK5iB7glEMnw,DJ'Rocha Mix,2,0,0,9660,1202394,28,280,14,1,0,0
UCvpkPAWtyc-qWc9gqeuWD9w,Ari Falcão,30,0,30,417000,195356590,1985,441225,14777,346,0,0
UCvqrQ-_Gny0HQ7DxY9iDUAA,Camila Araújo,30,0,4,9340,2167715,175,197815,4992,89,0,0
UCvyerMGx0FjQaagAORPuX-g,Igreja Todo Dia,16,0,16,3500,522504,434,16518,909,8,0,0
UCw4NrzODRN-5Ljle5SBWFag,Fernando Fenwick - Marketing digital,24,0,13,1880,82600,170,5766,232,33,0,0
UCw7fvpsIFTvi-PwYyD7HJEA,FRANCISCO RBN,30,0,18,24100,7563457,4286,15289,133,3,0,0
UCwCi3mcTZOtDOMK3kFFEzWw,WicaPlay,30,0,15,531000,90060802,2174,78004,1207,166,0,0
UCwOD5qE4hA95aaJnOn-cSIA,Wellington Coloni,30,1,0,137000,44611210,840,77294,5344,346,0,0
UCwaY1tdekONG50d0U0KuoBg,Helena Luttembarck,30,0,26,777000,410231220,1972,3080916,83717,4032,0,0
UCwg6tGvad5nFg-i4aAWDNRw,Black_White,30,30,0,21100,22949463,788,444749,0,313,0,0
UCwir07urgpuQKzmteFrDC4w,Drinhola Gamer,30,0,0,8590,759793,1390,10530,2047,286,0,0
UCwiuCGVt6rNdt8F51WVYKEw,Confederação Brasileira de Desportos dos Surdos,14,0,12,13600,1093527,400,35215,307,3,0,0
UCwm99r050rK1YXOgocfUtpA,Certisign,12,0,0,26900,17322719,273,1120,17,0,0,0
UCwstifrw3uSBJTDU_rq-k0A,KL PRODUTORA,30,0,14,2320000,473734344,1110,43075,380,21,0,0
UCwz5m62b3yXCOP4OgCcQJvg,mahaudio,3,0,0,1720,128796,142,12386,413,95,0,0
UCx7GL2V_zVY23YTThzQl_EQ,Loja Outside,13,0,11,20900,5391482,682,6319,82,1,0,0
UCxRql7KwEurNrmFCGaXX8RQ,Carol Bresolin,11,0,11,3370000,374492992,829,2236502,67146,206,0,0
UCxUnv3mTj8HbzKSqLPGH6YQ,Nerdices e BoardGames,24,0,3,4120,488179,355,40448,2632,442,0,0
UCxXr9hluPmMgj8QSCBUlQxw,JTechFone,30,0,0,111000,23278535,14546,4550,56,1,0,0
UCxerOFXJ-ilwSRNZVSk1hVg,Jhonatan Berger,29,0,0,31300,971340,2165,1845,90,8,0,0
UCxvo13SIXA2j8eTqo9Ln8tA,Veganices da Jacke,17,0,10,20200,4809749,468,42120,1647,131,0,0
UCy7R4ub3HY9C_08_GaAFCiQ,Felipe Souza,30,0,30,7670,4116307,125,292493,5115,185,0,0
UCyEUGMTWLFbuTHVNZrNR24g,BRAFF Eventos,30,30,0,22200,2073262,4109,2477,0,2,0,0
UCyIRW9hBiSLKmn6gOj91WSA,Vivendo De Salgados,30,0,2,61500,4879638,756,45647,3390,392,0,0
UCyLG80I7u--NW4MJi2fkfGw,Tecer Divino,14,0,10,108000,6407458,212,66228,3363,185,0,0
UCySX0nqIiK8BneOPmouyz7Q,Violão De Ouro Oficial,8,0,8,71400,21517546,807,10380,263,12,0,0
UCyabfm3a9u7N3Itm4NZ_wnA,GGPEL Livraria e Papelaria,11,0,8,13000,8206967,193,19142,294,8,0,0
UCygpBTqUQif-J0gs45aJOkQ,O Boleiro,30,0,0,1020000,282371962,1304,1047174,32493,172,0,0
UCyr-_OX0nmcD-epbZuMUtKw,Review do Músico,6,0,0,3140,711694,82,1813,73,20,0,0
UCz1RNB1NmXfBOxDFPVuU64Q,Camila Ayana Oficial,30,0,0,91900,9341970,374,174466,10952,1665,0,0
UCzFt8Ja1-Qyo5fzgySBH8fA,Mundial Motos,30,0,0,28600,21728302,473,75404,2035,98,0,0
UCzlhdIu_T5Hy2V5_L6rIniA,Jucyber,3,0,0,46100,5525744,853,1424,93,6,0,0
