start_at_utc,end_at_utc,node,node_id,worker,worker_id,completed,per_minute,enabled,accepting,online
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,备用节点,4dd3a5b8-b128-49a6-867f-81264e9acee4,incremental-13,remote-4dd3a5b8-b128-49a6-867f-81264e9acee4-incremental-13,0,0.0000,False,True,True
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,备用节点,4dd3a5b8-b128-49a6-867f-81264e9acee4,incremental-14,remote-4dd3a5b8-b128-49a6-867f-81264e9acee4-incremental-14,0,0.0000,False,True,True
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,备用节点,4dd3a5b8-b128-49a6-867f-81264e9acee4,incremental-15,remote-4dd3a5b8-b128-49a6-867f-81264e9acee4-incremental-15,0,0.0000,False,True,True
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,备用节点,4dd3a5b8-b128-49a6-867f-81264e9acee4,incremental-16,remote-4dd3a5b8-b128-49a6-867f-81264e9acee4-incremental-16,0,0.0000,False,True,True
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,备用节点,4dd3a5b8-b128-49a6-867f-81264e9acee4,incremental-17,remote-4dd3a5b8-b128-49a6-867f-81264e9acee4-incremental-17,0,0.0000,False,True,True
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,备用节点,4dd3a5b8-b128-49a6-867f-81264e9acee4,incremental-18,remote-4dd3a5b8-b128-49a6-867f-81264e9acee4-incremental-18,0,0.0000,False,True,True
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,备用节点,4dd3a5b8-b128-49a6-867f-81264e9acee4,incremental-19,remote-4dd3a5b8-b128-49a6-867f-81264e9acee4-incremental-19,0,0.0000,False,True,True
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,备用节点,4dd3a5b8-b128-49a6-867f-81264e9acee4,incremental-20,remote-4dd3a5b8-b128-49a6-867f-81264e9acee4-incremental-20,0,0.0000,False,True,True
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,本地,,qy-newcrawler-fresh-worker-incremental-1,qy-newcrawler-fresh-worker-incremental-1,0,0.0000,False,False,True
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,本地,,qy-newcrawler-fresh-worker-incremental-2,qy-newcrawler-fresh-worker-incremental-2,0,0.0000,False,False,True
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,本地,,qy-newcrawler-fresh-worker-incremental-3,qy-newcrawler-fresh-worker-incremental-3,0,0.0000,False,False,True
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,本地,,qy-newcrawler-fresh-worker-incremental-4,qy-newcrawler-fresh-worker-incremental-4,0,0.0000,False,False,True
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,本地,,qy-newcrawler-fresh-worker-incremental-5,qy-newcrawler-fresh-worker-incremental-5,0,0.0000,False,False,True
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,本地,,qy-newcrawler-fresh-worker-incremental-6,qy-newcrawler-fresh-worker-incremental-6,0,0.0000,False,False,True
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,本地,,qy-newcrawler-fresh-worker-incremental-7,qy-newcrawler-fresh-worker-incremental-7,0,0.0000,False,False,True
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,本地,,qy-newcrawler-fresh-worker-incremental-8,qy-newcrawler-fresh-worker-incremental-8,0,0.0000,False,False,True
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,本地,,qy-newcrawler-fresh-worker-incremental-9,qy-newcrawler-fresh-worker-incremental-9,0,0.0000,False,False,True
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,本地,,qy-newcrawler-fresh-worker-incremental-10,qy-newcrawler-fresh-worker-incremental-10,0,0.0000,False,False,True
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,本地,,qy-newcrawler-fresh-worker-incremental-11,qy-newcrawler-fresh-worker-incremental-11,0,0.0000,False,False,True
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,本地,,qy-newcrawler-fresh-worker-incremental-12,qy-newcrawler-fresh-worker-incremental-12,0,0.0000,False,False,True
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,本地,,qy-newcrawler-fresh-worker-incremental-13,qy-newcrawler-fresh-worker-incremental-13,0,0.0000,False,False,True
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,本地,,qy-newcrawler-fresh-worker-incremental-14,qy-newcrawler-fresh-worker-incremental-14,0,0.0000,False,False,True
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,本地,,qy-newcrawler-fresh-worker-incremental-15,qy-newcrawler-fresh-worker-incremental-15,0,0.0000,False,False,True
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,本地,,qy-newcrawler-fresh-worker-incremental-16,qy-newcrawler-fresh-worker-incremental-16,0,0.0000,False,False,True
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,本地,,qy-newcrawler-fresh-worker-incremental-17,qy-newcrawler-fresh-worker-incremental-17,0,0.0000,False,False,True
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,本地,,qy-newcrawler-fresh-worker-incremental-18,qy-newcrawler-fresh-worker-incremental-18,0,0.0000,False,False,True
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,本地,,qy-newcrawler-fresh-worker-incremental-19,qy-newcrawler-fresh-worker-incremental-19,0,0.0000,False,False,True
2026-09-24T00:53:08.453Z,2026-09-24T01:53:08.453Z,本地,,qy-newcrawler-fresh-worker-incremental-20,qy-newcrawler-fresh-worker-incremental-20,0,0.0000,False,False,True
